task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_other_text,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,nature_any,nature_text,nature_visual_0,nature_visual_1,nature_visual_2,nature_visual_3,nature_visual_any,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,rel-value_text,rel-value_text_conf_aesthetics,rel-value_text_conf_cultural-identity,rel-value_text_conf_good-life,rel-value_text_conf_kinship,rel-value_text_conf_livelihoods,rel-value_text_conf_personal-identity,rel-value_text_conf_reciprocity,rel-value_text_conf_sense-of-agency,rel-value_text_conf_sense-of-place,rel-value_text_conf_social-relations,rel-value_text_conf_social-responsibility,rel-value_text_conf_spirituality,rel-value_text_conf_stewardship-principle,rel-value_text_conf_well-being,rel-value_text_expl,rel-value_visual_0,rel-value_visual_0_conf_aesthetics,rel-value_visual_0_conf_cultural-identity,rel-value_visual_0_conf_good-life,rel-value_visual_0_conf_reciprocity,rel-value_visual_0_conf_sense-of-agency,rel-value_visual_0_conf_social-cohesion,rel-value_visual_0_conf_social-relations,rel-value_visual_0_conf_spirituality,rel-value_visual_0_conf_stewardship-principle,rel-value_visual_0_conf_well-being,rel-value_visual_1,rel-value_visual_1_conf_social-relations,rel-value_visual_2,rel-value_visual_3,rel-value_visual_3_conf_spirituality,val-expr_text,val-expr_visual_0,val-expr_visual_1,val-expr_visual_2,val-expr_visual_3,visual_same_0,visual_same_1,visual_same_2,visual_same_3,timestamps,user_ids
33447,1655559171574583298,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:55:33.045853+00:00;2025-04-25 01:22:42.535271+00:00;2025-04-16 08:12:10.657849+00:00,7;10;42
33448,1486882719758000133,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:23:18.720542+00:00;2025-04-25 01:22:57.557446+00:00;2025-04-16 16:47:54.238832+00:00,7;10;42
33449,1498056345634942976,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:27:06.882637+00:00;2025-04-17 16:38:18.237068+00:00,7;42
33450,1660451407911088128,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;Yes,No;No,No;No;Yes,No;No;No,No;No;No,No;No;No,No;Yes,,rose shape in clothes,,,,,biotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,aesthetics,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:57:18.927799+00:00;2025-04-25 01:23:14.317014+00:00;2025-04-16 08:18:54.792245+00:00,7;10;42
33451,1651029323313299459,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:28:59.319595+00:00;2025-04-25 01:23:59.779078+00:00;2025-04-17 18:41:26.005997+00:00,7;10;42
33452,1697686756856942833,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:53:25.487381+00:00;2025-04-17 18:22:45.547434+00:00,7;42
33453,1497150375777890310,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:48:35.319934+00:00;2025-04-16 21:00:56.385300+00:00,7;42
33454,1657099319873359888,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:54:50.192331+00:00;2025-04-16 08:27:53.180111+00:00,7;42
33455,1637439777975705602,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-19 14:29:01.874468+00:00;2025-04-19 14:59:49.626064+00:00,17;42
33456,1650938726145466382,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:53:07.771010+00:00;2025-04-17 11:46:56.723854+00:00,7;17
33457,1644868729673490433,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:53:10.663279+00:00;2025-04-25 01:31:55.663113+00:00;2025-04-17 10:01:28.232259+00:00,7;10;42
33458,1699226909417304351,,,,,,,,,,,none;none,artificial_surfaces;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Yes;Yes,No;No,Yes;Yes,No;No,No;No,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,material;material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:13:31.139322+00:00;2025-04-16 13:30:56.387855+00:00,7;42
33459,1626115157045673985,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:48:11.367198+00:00;2025-04-19 13:25:47.544856+00:00,7;17
33460,1633815899609214977,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:50:38.956025+00:00;2025-04-25 01:32:57.211917+00:00;2025-04-19 14:07:24.296281+00:00,7;10;17
33461,1651844695838818305,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:34:19.940783+00:00;2025-04-25 01:33:18.884820+00:00;2025-04-17 18:22:35.374010+00:00,7;10;42
33462,1612706806249259009,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:05:33.169697+00:00;2025-04-25 01:33:36.376473+00:00;2025-04-17 09:49:34.565473+00:00,7;10;42
33463,1615152924706865155,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:17:31.537254+00:00;2025-04-25 01:33:53.863992+00:00;2025-04-16 16:48:53.432088+00:00,7;10;42
33464,1674765728233259011,,,Food;Food,,,,,,,,none;none;none,none;none;none,none;none;none,none;none;none,none;none;none,Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,Yes;No;No,No;No;No,No;No;No,No;No;No,Yes;No;No,,,,,,biotic;biotic;biotic,biotic,,,,,material;material;material,immaterial,,,,well-being;well-being;personal-identity,,,,,,,,,,,,,,livelihoods,,aesthetics,,,,,,,,,,,,,,,,Implicit;Implicit;Explicit,Implicit;Not codable;Not codable,Not codable;Not codable;Not codable,Not codable;Not codable;Not codable,Not codable;Not codable;Not codable,,,,,2025-04-17 07:43:27.468723+00:00;2025-04-21 07:08:45.561847+00:00;2025-04-19 13:49:40.375944+00:00,7;16;17
33465,1487486699529719820,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:48:25.124116+00:00;2025-04-16 16:48:41.978876+00:00,7;42
33466,1624484412254523392,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:57:34.071202+00:00;2025-04-16 16:59:21.258535+00:00,7;42
33467,1501529229200142340,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;Yes,No;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,abiotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:58:17.784501+00:00;2025-04-19 14:18:14.393500+00:00,7;17
33468,1619320384968609794,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:30:38.597758+00:00;2025-04-16 13:31:11.342541+00:00,7;42
33469,1737911813625291120,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,Yes;Yes,tree,flowers,,,,biotic;biotic,biotic;biotic,,,,,immaterial;immaterial,immaterial;immaterial,,,,aesthetics;aesthetics,,,,,,,,,,,,,,,,aesthetics;aesthetics,,,,,,,,,,,,,,,,Implicit;Implicit,Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:24:55.063400+00:00;2025-04-17 09:45:41.612474+00:00,7;42
33470,1611800836891619328,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:54:09.884502+00:00;2025-04-16 20:25:26.699663+00:00,7;42
33471,1481446901799174148,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,fire,,,,,abiotic;abiotic,,,,,,material;immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 13:56:07.619816+00:00;2025-04-17 18:40:19.850527+00:00,7;42
33472,1660089019844161539,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:54:00.583162+00:00;2025-04-17 11:42:27.301034+00:00,7;17
33473,1478276007840784384,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:11:05.794734+00:00;2025-04-17 16:36:43.377424+00:00,7;42
33474,1479332972562161667,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:11:06.960247+00:00;2025-04-16 10:00:23.627987+00:00,7;42
33475,1488996648717991937,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:09:04.932658+00:00;2025-04-18 10:02:00.296338+00:00,7;16
33476,1610170091433525249,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-21 08:09:48.057928+00:00;2025-04-19 15:36:27.522884+00:00,16;42
33477,1653928426271645773,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:28:56.411077+00:00;2025-04-16 16:42:32.708892+00:00,7;42
33478,1488241674233036804,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-21 07:45:38.123550+00:00;2025-04-19 15:54:09.453731+00:00,16;42
33479,1655106186751135744,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:48:11.378827+00:00;2025-04-19 12:53:48.208414+00:00,7;17
33480,1716893308889563189,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:18:08.286201+00:00;2025-04-16 09:49:45.304573+00:00,7;42
33481,1487637694486245383,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-21 07:39:15.691448+00:00;2025-04-19 15:41:15.441175+00:00,16;42
33482,1620407548733161475,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:58:25.082675+00:00;2025-04-17 11:43:55.726871+00:00,7;17
33483,1486278739977768960,,,,"text,visual",Image 1,,,,,,none;artificial_surfaces,artificial_surfaces;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Yes;Yes,No;Yes,Yes;Yes,No;No,No;No,No;No,Yes;Yes,,,,,,abiotic,biotic;biotic,,,,,material,material;material,,,,sense-of-agency,,,,,,,,livelihoods,,,,,,,,livelihoods;livelihoods,,,,,,,,,,,,,,,,Not codable;Implicit,Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:32:53.018750+00:00;2025-04-17 16:22:16.130872+00:00,7;10
33484,1495036446763364353,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:02:01.385207+00:00;2025-04-18 14:47:49.288279+00:00,7;42
33485,1477974017873260548,Yes,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;Yes,No;No,No;No,No;No,No;Yes,winter,wool,,,,abiotic;abiotic,biotic,,,,,material;material,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Image 1,,,,2025-04-16 10:14:12.308690+00:00;2025-04-17 16:23:03.680794+00:00,7;42
33486,1503039178577256452,,,"Food,Health;Food",,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;No,Yes;Yes,No;No,No;No,No;No,Yes;Yes,,,,,,biotic,biotic;biotic,,,,,material,material;material,,,,well-being,,,,,,,,,,,,,,,,aesthetics,good-life,,,,,,,,,,,,,,,Explicit;Not codable,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Image 1;Image 1,,,,2025-04-15 13:48:29.317841+00:00;2025-04-16 07:53:55.849803+00:00,7;42
33487,1650032756720652288,,,Pet;Pet,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,material;material,,,,,good-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:47:28.210085+00:00;2025-04-19 14:05:55.560101+00:00,7;17
33488,1503190173722443779,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:55:12.937677+00:00;2025-04-16 08:12:00.117142+00:00,7;42
33489,1639251717769273344,Yes,"""sunkissing"" is the name of a song. There is reference to the sun, but then what is the value expression? implicit or not codable? and if implicit, what would be the value? ",,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;Yes,No;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,abiotic,,,,,refers to a song,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:55:28.554462+00:00;2025-04-16 08:22:23.770462+00:00,7;42
33490,1632003960415350785,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:25:36.871055+00:00;2025-04-17 10:19:29.892305+00:00,7;42
33491,1482654861124640768,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:04:40.010498+00:00;2025-04-17 17:57:01.399318+00:00,7;42
33492,1676124682875961345,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:06:52.387263+00:00;2025-04-17 10:22:43.927294+00:00,7;42
33493,1615696506379538433,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:23:51.919087+00:00;2025-04-17 10:12:21.918371+00:00,7;42
33494,1506814052370161671,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:42:13.159118+00:00;2025-04-16 16:57:42.045151+00:00,7;42
33495,1490506598120316930,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:11:16.092312+00:00;2025-04-17 16:30:55.625112+00:00,7;10
33496,1632909929966182403,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,No;No,No;No,,,,,,biotic;biotic,,,,,,immaterial;immaterial,,,,,"personal-identity,spirituality;cultural-identity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-19 14:29:52.544086+00:00;2025-04-19 14:49:10.129537+00:00,17;42
33497,1649217384031350790,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-15 13:57:32.250959+00:00;2025-04-19 14:17:25.855537+00:00,7;17
33498,1722419732928983549,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:08:52.828358+00:00;2025-04-17 18:01:32.258598+00:00,7;42
33499,1635627839121928192,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 13:58:02.405693+00:00;2025-04-19 12:29:48.177463+00:00,7;17
33500,1609445315794321408,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:46:04.498920+00:00;2025-04-19 12:50:30.369695+00:00,7;17
