task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landcover-type_visual_1,landcover-type_visual_2,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_expl_visual_1,landscape-type_expl_visual_3,landscape-type_other_text,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
10061,1485901252466819075,No;No,,Sport,,,,ice-snowscape;ice-snowscape,,,,,,,,ground covered by snow,,forest_and_seminatural_areas;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,abiotic;abiotic,,,,,,,material;material,,,,2025-04-01 13:47:37.727482+00:00;2025-04-01 13:12:28.451860+00:00,7;42
10063,1552339027998670858,No;No,,,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;abiotic,abiotic;abiotic,,,,,,immaterial;material,immaterial;immaterial,,,,2025-04-03 16:01:31.556444+00:00;2025-04-01 15:59:19.430658+00:00,17;42
10064,1552565520242974720,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:08:45.047918+00:00;2025-03-31 09:08:15.042737+00:00,7;30
10065,1552792012612481024,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:28:01.984235+00:00;2025-04-03 18:49:16.229067+00:00,10;28
10066,1552943007560876033,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:34:09.242222+00:00;2025-03-31 20:47:17.867286+00:00,7;31
10067,1553018505225768971,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:02:37.577923+00:00;2025-04-08 09:31:35.785563+00:00,10;29
10068,1553169500127862786,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 12:38:46.946756+00:00;2025-04-01 14:27:30.438606+00:00,15;42
10069,1553320495105425408,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 2,Yes;No,No;No,Yes;No,,,,,,,,biotic,,,,,,,immaterial,,,2025-04-02 14:08:06.999739+00:00;2025-04-01 07:56:12.652063+00:00,15;42
10070,1553471489923489794,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,"Image 1,Image 2,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,biotic;biotic,biotic,biotic;biotic,,,,immaterial;immaterial,immaterial;immaterial,immaterial,immaterial;immaterial,2025-04-02 13:41:39.616752+00:00;2025-04-01 15:50:43.787465+00:00,15;42
10071,1553622484900990976,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 09:57:42.453221+00:00;2025-04-01 08:33:46.278449+00:00,1;42
10072,1485976750031257600,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:00:14.023547+00:00;2025-03-31 09:01:32.646249+00:00,7;28
10073,1553773479928901632,No;No,,Sport;Sport,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,artificial grass,,,,,biotic;abiotic,,,,,,,material;immaterial,,,,2025-04-03 16:31:40.890076+00:00;2025-04-01 08:56:10.212480+00:00,7;42
10074,1553999972395278342,No;No,,,,,,,,,,,,,,,,,artificial_surfaces;none,artificial_surfaces;none,,Yes;Yes,"Image 2,Image 3;Image 2,Image 3",Yes;Yes,Yes;No,Yes;Yes,,,,,,abiotic,,biotic;biotic,biotic;biotic,,,,material,,material;material,material;material,,2025-03-31 17:09:16.974794+00:00;2025-03-31 16:45:52.685453+00:00,7;17
10075,1554075469800247304,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:38:21.039857+00:00;2025-03-31 20:48:09.379781+00:00,7;31
10076,1554301962199638017,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,tree,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-03 16:24:45.533400+00:00;2025-04-01 13:54:55.074215+00:00,17;42
10077,1554528454627950593,No;No,,,,,,,,,,,,,,,,agricultural_areas;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-03 18:43:45.397270+00:00;2025-04-03 18:50:19.127256+00:00,10;28
10078,1554679449626583042,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-03 12:39:06.986520+00:00;2025-04-01 13:53:48.663968+00:00,15;42
10079,1554830444528803841,No;No,,,visual,Image 1,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:26:57.463191+00:00;2025-04-07 16:06:31.284483+00:00,10;29
10080,1554981439438987265,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:56:23.490171+00:00;2025-03-31 08:56:14.627240+00:00,7;31
10081,1555207931909529600,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:37:23.903802+00:00;2025-04-01 13:03:11.656297+00:00,7;42
10082,1555434424355164160,No;No,,,,,,,,,,,,,,,none,water_bodies;forest_and_seminatural_areas,water_bodies;water_bodies,water_bodies;forest_and_seminatural_areas,water_bodies;forest_and_seminatural_areas,Yes;Yes,"Image 1,Image 2,Image 3,Image 4;Image 1,Image 2,Image 3,Image 4",Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,abiotic;biotic,abiotic;biotic,abiotic;biotic,,,immaterial;immaterial,material;material,material;material,material;material,material;material,2025-03-31 16:37:50.100018+00:00;2025-03-31 09:28:11.996411+00:00,7;15
10083,1486203242493194242,No;No,,Food,,,,,,,,,,,,,,none,,none,none,Yes;Yes,"Image 1,Image 3,Image 4",Yes;No,No;No,Yes;No,,,,,,,biotic,,biotic,biotic,,,,material,,material,material,2025-04-01 14:08:25.247444+00:00;2025-04-01 07:50:11.096456+00:00,7;42
10084,1555660916753965056,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:52:45.852568+00:00;2025-04-01 15:43:46.270106+00:00,7;42
10085,1555811911392006144,No;No,,"Sport;Sport,Health",,,,,,,,,,,,,none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,,,abiotic,abiotic;abiotic,,,,,,immaterial,immaterial;immaterial,,,,2025-04-03 19:11:32.847945+00:00;2025-04-07 09:58:43.223046+00:00,10;29
10086,1556038404089212928,No;No,,Video game,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-04-03 12:34:45.426503+00:00;2025-04-01 14:30:46.897241+00:00,15;42
10087,1556264896555548672,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,sky,,,,,abiotic,,,,,,,immaterial,,,,2025-04-03 16:50:29.492108+00:00;2025-04-01 08:53:45.544975+00:00,7;42
10089,1556491388719484930,No;No,,Video game;Video game,,,,mountain,,,,,,,,,,forest_and_seminatural_areas;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;abiotic,,,,,,,immaterial;immaterial,,,,2025-04-03 22:25:09.324846+00:00;2025-04-07 15:40:56.372593+00:00,10;29
10090,1556642383915323393,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 15:10:42.396048+00:00;2025-04-03 15:39:19.966179+00:00,15;17
10092,1557170866152214530,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:43:58.872742+00:00;2025-04-01 16:21:55.858969+00:00,7;42
10093,1557246363674349568,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:59:06.484314+00:00;2025-04-01 14:00:01.944992+00:00,7;42
10095,1557472856090501126,No;No,,,,,,,,,,,,,,,,water_bodies,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,abiotic,,,,,,,material,,,,2025-04-03 22:46:15.134626+00:00;2025-04-07 10:22:12.374028+00:00,10;29
10096,1557699348456243200,No;No,,,,,,,,,,,,,,,,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 17:41:03.693999+00:00;2025-03-31 20:54:04.865287+00:00,7;31
10097,1557850343249268744,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:43:13.172250+00:00;2025-04-08 09:11:23.550279+00:00,10;29
10098,1558001338289717250,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 14:23:15.083447+00:00;2025-04-02 14:16:36.202592+00:00,7;15
10099,1558152333317521408,No;No,,Health,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 15:56:18.438651+00:00;2025-04-01 13:55:21.472461+00:00,7;42
10100,1558303328169336832,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:31:10.428828+00:00;2025-04-03 18:38:27.877127+00:00,10;28
10101,1558454323167858688,No;No,,Sport;Sport,,,,,,,,,,,,,none,artificial_surfaces;artificial_surfaces,artificial_surfaces;artificial_surfaces,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;abiotic,biotic;biotic,biotic;biotic,,,,,material;material,material;immaterial,material;immaterial,,,2025-04-02 13:28:37.799276+00:00;2025-04-03 15:43:19.504220+00:00,15;17
10103,1558907308071059456,No;No,,,,,,,,,,,,,,,none,artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-02 12:55:25.382517+00:00;2025-04-01 15:55:18.047315+00:00,7;42
10104,1559058302931197952,No;No,,,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;immaterial,immaterial;immaterial,,,,2025-04-03 16:00:46.149417+00:00;2025-04-01 14:54:41.584247+00:00,17;42
10105,1486429734699364352,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:47:33.567379+00:00;2025-04-08 09:49:56.760919+00:00,10;29
10106,1559435790362595328,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 14:04:36.442202+00:00;2025-04-01 12:54:33.245359+00:00,15;42
10107,1559511287813607430,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:48:03.230436+00:00;2025-04-01 14:14:22.516154+00:00,7;42
10108,1559813277667827712,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:32:51.080585+00:00;2025-04-03 18:37:36.051815+00:00,10;28
10109,1559964272582590465,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:44:39.634858+00:00;2025-04-01 07:48:13.569989+00:00,7;42
10110,1560190764696600577,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:22:34.089473+00:00;2025-04-01 12:55:06.219552+00:00,7;42
10111,1560266262550564865,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:12:42.026337+00:00;2025-04-01 08:35:27.824700+00:00,17;42
10112,1560568252425572353,No;No,,Sport;Sport,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-02 13:35:24.193843+00:00;2025-04-03 15:38:31.683833+00:00,15;17
10115,1561172232222953473,No;No,,Video game;Video game,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,abiotic;abiotic,,,,,,,immaterial;immaterial,,,,2025-04-02 14:29:22.630368+00:00;2025-04-03 15:41:46.368086+00:00,15;17
10117,1561323226961219584,No;No,,,,,,,,,,,,,,,none;none,none,,,,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,,,,,biotic;abiotic,abiotic,,,,,,material;material,material,,,,2025-04-03 16:08:41.422113+00:00;2025-04-03 16:09:41.964335+00:00,7;17
10118,1561700714438696960,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:10:58.002859+00:00;2025-04-01 07:45:55.419159+00:00,7;42
10119,1561927206766579713,No;No,,,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:25:36.131383+00:00;2025-03-31 10:24:46.216461+00:00,16;30
10120,1562078201693749248,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:04:10.680776+00:00;2025-03-31 09:03:51.512580+00:00,7;30
10121,1562455689246543872,No;No,,,,,,,,,,,,,,,none,none,none,none,none,No;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:03:39.440872+00:00;2025-03-31 09:03:20.350699+00:00,7;30
10124,1562833176611127297,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:28:45.854963+00:00;2025-04-01 15:38:05.571803+00:00,7;42
10126,1563135166377500676,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:50:23.950562+00:00;2025-03-31 09:27:03.756182+00:00,30;31
10127,1486731724817977357,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:19:46.615802+00:00;2025-04-08 09:23:52.571733+00:00,10;29
10128,1563286161183117318,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:29:04.833288+00:00;2025-04-01 13:03:06.623621+00:00,15;42
10129,1563588151284998144,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:45:59.607040+00:00;2025-04-01 14:10:08.335202+00:00,15;42
10130,1563890141151764480,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;Yes,Yes;No,No;Yes,,,,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-04-02 13:15:27.635823+00:00;2025-04-01 07:49:51.484709+00:00,15;42
10131,1564041136137797639,No;No,,,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-04-03 22:22:03.623651+00:00;2025-04-07 10:19:22.560330+00:00,10;29
10132,1564192131002023936,No;No,,Video game,,,,,,,,,,,,,,,,water_bodies,,Yes;Yes,Image 3,No;Yes,No;No,No;Yes,,,,,,,,,abiotic,,,,,,,material,,2025-04-03 22:19:47.238214+00:00;2025-04-07 15:31:25.396650+00:00,10;29
10133,1564494120990953472,No;No,,,,,,,,,,,,,,,"water_bodies;none,water_bodies",none;none,none;none,none;none,none;none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,,,,,abiotic;biotic,,,,,,,material;material,,,,,2025-03-31 09:00:36.201991+00:00;2025-03-31 09:02:24.924076+00:00,7;31
10134,1564796110748663811,No;No,,Food;Food,,,,,,,,,,,,,none;none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-02 12:37:07.313005+00:00;2025-04-02 12:38:57.899129+00:00,7;17
10135,1564947105789386752,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:09:23.437023+00:00;2025-04-08 09:08:37.995785+00:00,10;29
10136,1565098100728836096,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:30:31.120579+00:00;2025-04-01 14:14:12.841693+00:00,7;42
10137,1565249095463206913,No;No,,,,,,,,,,,,,,,"water_bodies;forest_and_seminatural_areas,water_bodies",water_bodies,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;biotic,biotic;abiotic,,,,,,immaterial;material,material;immaterial,,,,2025-04-02 13:19:46.077320+00:00;2025-04-01 12:54:02.994854+00:00,15;42
10138,1486882719766360069,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:07:26.877182+00:00;2025-04-01 14:52:54.965127+00:00,7;42
10141,1565702080517623810,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:09:26.474865+00:00;2025-03-31 09:12:40.996129+00:00,7;31
10142,1565853075453132801,No;No,,Food,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-02 14:57:13.955071+00:00;2025-04-07 10:11:47.567540+00:00,15;17
10143,1566079567818887170,No;No,,Food,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 16:30:23.160809+00:00;2025-04-03 16:44:42.134434+00:00,7;17
10145,1566306060322967552,No;No,,,text,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 09:57:16.907793+00:00;2025-04-01 07:43:32.177651+00:00,1;42
10146,1566457055107481601,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 12:48:20.327158+00:00;2025-04-03 15:47:53.918532+00:00,15;17
10147,1566683547661873152,No;No,,,,,,,,,,,,,,,none;none,none;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;abiotic,abiotic;abiotic,,,,,,material;material,material;material,,,,2025-04-03 17:18:54.835549+00:00;2025-04-03 18:24:08.601119+00:00,7;10
10148,1566910040002396161,No;No,,,,,,,,,,,,,,,water_bodies;water_bodies,water_bodies;water_bodies,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;abiotic,biotic;abiotic,,,,river,,material;material,material;material,,,,2025-04-03 12:13:41.184711+00:00;2025-04-01 14:11:00.910779+00:00,15;42
10149,1487184709566316553,No;No,,,,,,,,,,,,,,,forest_and_seminatural_areas;artificial_surfaces,none;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,snow,,,,,abiotic;abiotic,abiotic;abiotic,,,,,,material;material,material;material,,,,2025-03-31 09:54:38.443567+00:00;2025-03-31 09:29:34.873142+00:00,30;31
10152,1567438522339950593,No;No,,,,,,mountain,,,,,,,,,,"artificial_surfaces;artificial_surfaces,forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 12:52:20.058924+00:00;2025-04-01 14:13:44.634355+00:00,15;42
10153,1567514019778412545,No;No,,Health,,,,,,,,,,,,,water_bodies,water_bodies;water_bodies,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;abiotic,abiotic;abiotic,,,,,,material;immaterial,material;material,,,,2025-04-03 15:58:23.246517+00:00;2025-04-01 14:17:48.898317+00:00,7;42
10154,1567665014798012416,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:37:16.775664+00:00;2025-04-03 18:51:07.782778+00:00,10;28
10155,1567816009721192450,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:53:56.355929+00:00;2025-04-01 15:49:01.166545+00:00,15;42
10156,1568117999479017472,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:08:41.295375+00:00;2025-04-01 13:58:26.266309+00:00,7;42
10157,1568268994582290432,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:53:21.076793+00:00;2025-04-05 11:25:19.504954+00:00,10;30
10159,1568872974241136640,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:52:03.449925+00:00;2025-04-07 16:07:29.918447+00:00,10;29
10160,1487411202066358277,No;No,,,,,,,,,,,,,,,,,artificial_surfaces,,,Yes;Yes,Image 2,Yes;No,No;No,Yes;No,,,,,,,,biotic,,,,,,,material,,,2025-04-03 17:49:21.802533+00:00;2025-04-03 15:57:17.802689+00:00,10;17
10161,1569325959186157569,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:05:03.548904+00:00;2025-04-08 09:10:25.028042+00:00,10;29
10162,1569476954155548672,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:42:46.693779+00:00;2025-04-03 18:46:03.499523+00:00,10;28
10163,1569778943779307520,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:43:24.641881+00:00;2025-03-31 08:44:17.202227+00:00,30;31
10165,1570080933864169475,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:51:19.915850+00:00;2025-03-31 08:51:44.678963+00:00,7;31
10166,1570231928867164165,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:39:07.096264+00:00;2025-03-31 20:47:55.502746+00:00,7;31
10167,1570533918637699073,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:07:21.144311+00:00;2025-04-07 10:02:47.006615+00:00,10;29
10168,1570684913489424384,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,Yes;Yes,Yes;Yes,No;No,star emoji,,,,,abiotic;abiotic,,,,,,,immaterial;immaterial,,,,,2025-04-03 12:25:45.579797+00:00;2025-04-01 08:54:39.585986+00:00,15;42
10170,1571137898480640000,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:35:50.286010+00:00;2025-04-01 13:20:13.901430+00:00,7;42
10171,1478200510306217990,No;Yes;No;No,Is there nature in the text or not? If yes: COVID-19 as negative element or natural process? Also this would be coded as health? ,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes;Yes;Yes,,Yes;No;No;No,Yes;No;No;No,No;No;No;No,,,,,,abiotic,,,,,,,material,,,,,2025-03-31 10:04:00.640455+00:00;2025-03-31 09:13:03.328523+00:00;2025-03-31 09:12:03.859920+00:00;2025-03-31 09:10:52.187430+00:00,7;17;28;30
10173,1571364390733225986,No;No,,Food,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,material,,,,2025-03-31 17:36:58.236868+00:00;2025-04-01 08:14:14.695640+00:00,7;42
10174,1571666380789002242,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:39:59.427604+00:00;2025-04-07 10:13:40.950140+00:00,10;29
10175,1571741878256824320,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,Yes;No,Yes;No,,,,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-04-02 13:40:02.967295+00:00;2025-04-01 13:07:36.190718+00:00,15;42
